Descriptive_JobTitle,CL,skills,rec_city,Rec_location,Actual_billrate,predicted_billrate
Scrum Master,Medium,"Change Management,Management,Project Management",Charlotte,North Carolina,89.0,91.9646
Business Analyst,High,".NET,Compliance,EDI,Management,Microsoft Outlook,Microsoft Word,Training",New York,New York,85.5,88.2108
3D Artist,Medium,"COM,Compliance,Exchange Server,Microsoft Access,Procurement,Training,Engineering,Logistics",Redmond,Washington,85.5,83.84549999999999
Scrum Master,Medium,"Cadence,Microsoft Office",Washington,District of Columbia,96.6,94.59640000000002
Data Governance Specialist SAP PM/MM Data Analyst - Senior,Medium,"Asset Management,Microsoft Excel,Purchasing,SAP",Montreal,Quebec,85.5,81.4724
Oracle DBA,Medium,"Architecture,Business Objects,DB2,Focus,Management,OLAP,Oracle,Oracle Database,Oracle DBA,PL/SQL,SDLC,Shell,SQL,UNIX",Charlotte,North Carolina,85.5,84.85640000000001
Technical Analyst,Medium,"COM,CSS,HTML,PL/SQL,Python,SQL",Charlotte,North Carolina,92.39,99.03659999999992
Workday,Medium,"Microsoft Excel,Microsoft Office",Foster City,California,100.0,108.2105
Project Manager IT,Medium,Microsoft Project,Houston,Texas,87.29,98.6799
Program Manager,Medium,"Management,Project Management",Bellevue,Washington,85.5,80.7546
DATABASE ANALYST 5,Medium,"Architecture,Automation,Data Modeling,Database Design,Linux,Management,Oracle,Oracle Database,Perl,Solaris,SQL,UNIX",Charlotte,North Carolina,76.0,85.4254
Project Manager - SAP,High,"Asset Management,Cloud Computing,Procurement,SAP",Denver,Colorado,115.0,92.42300000000002
SAP Global Process Analyst,Low,"Data Analysis,Hyperion,Management",Irvine,California,60.0,66.13650000000001
Sr. Backend Java Developer,High,Java,San Francisco,California,130.0,101.4261
PCI Security,Medium,pci,Montreal,Quebec,85.5,87.70179999999999
Software Development Engineer,Medium,"Automation,COM,Engineering,Management,Natural,Perl,Python,Shell",Sunnyvale,California,94.31,110.18610000000004
Database Administrator,Medium,"Cloud Computing,Disaster Recovery,Firewall,Java,Linux,Networking,Python,Research,Shell,SQL",Pleasanton,California,100.0,103.3705
2 Recruiter II,Medium,"Management,Research",Seattle,Washington,78.72,68.01310000000001
Sr. UX Designer,Low,Sr. UX Designer,San Francisco,California,77.61,108.418
Technical Writer,Medium,"Architecture,EDI,Management,Microsoft Word",Vienna,Virginia,67.86,125.04380000000003
Application Developer IV,Medium,"ABAP,Cloud Computing,er,ERP,Microsoft Access,Research,SAP ABAP",Chesterbrook,Pennsylvania,106.33,86.7368
Business Analyst II - IT,Medium,"Architecture,Business Analyst,Engineering,Systems Analysis,XML",Charlotte,North Carolina,71.77,76.32030000000003
Executive Assistant,Medium,"Cloud Computing,COM,Microsoft Excel,Microsoft Office,Microsoft Outlook,Microsoft Word",Seattle,Washington,47.76,61.99550000000003
Sales Operations Manager,Medium,"ATL,COM,Win32,Windows 2000,Windows 98",Austin,Texas,70.0,70.1461
Adobe Campaign Specialist,High,"Architecture,Business Analyst,CRM,DB2,ETL,HTML,Management,Marketing,Microsoft Access,MySQL,Oracle,SQL",New York,New York,140.0,109.43630000000002
Business Analyst,Medium,"Architecture,Compliance,Engineering,Management,Microsoft Excel,SOX",Montreal,Quebec,85.5,80.8986
IT - Project Manager,Medium,"AIX,Microsoft Excel,Project Management",Eden Prairie,Minnesota,99.0,92.94119999999997
Recruiter II,Medium,"Direct3D,Focus,Recruiting,SAN,SDE,Software Engineer,WAN",Seattle,Washington,78.72,78.10700000000008
Linux Systems Administrator,Medium,"Automation,Java,Management,Ruby,Shell,Spring,UNIX",Austin,Texas,72.57,74.88449999999997
Automation Engineer,Low,"Automation,Azure,Change Management,DB2,hadoop,Java,Management,Ruby,Software Development",Lake Oswego,Oregon,72.99,105.6998
WSE,Medium,"Apache,COM,Compliance,Direct3D,e-commerce,Linux,Management,Python,Tomcat,WebLogic,Windows 2000,Windows 2003,Windows 98",Charlotte,North Carolina,69.0,81.60389999999998
QA Analyst,Medium,"Other,management,research,Automation,Engineering, COM",Evanston,Illinois,77.0,81.99609999999998
pega developer,High,"Architecture,Business Analyst,EJB,Focus,Java,JSP,XML",Addison,Texas,104.63,100.35758333333332
Threat Assessment Analysts,Low,".NET,COM,DNS,Engineering,er,Information Security,Java,Linux,Python,Research,Web Development,Wireless",Atlanta,Georgia,70.0,83.49170000000002
Product Designer,Medium,Research,San Bruno,California,103.95,108.48289999999996
Business Analyst / Project Coordinator,Low,"Direct3D,Management,Marketing,Research,Quality Assurance",Pasadena,California,60.25,78.02420000000001
Sr QA Analyst,Medium,"Cadence,Management,Project Management",Charlotte,North Carolina,73.95,85.5607
Marketing Manager,Medium,"Focus,GSM,SMS",Mountain View,California,100.0,66.49549999999999
Software Dev Engineer II-USD,Medium,"Automation,Linux,Networking,Software Development",Bellevue,Washington,85.5,84.641
Business Analyst,Medium,"SQL, Compliance, Direct3D",Bellevue,Washington,40.0,78.39949999999997
Material coordinator,Medium,"er,Microsoft Office,Oracle",San Diego,California,85.5,84.29709999999999
Recruiter II,Medium,"Account Management,COM,Direct3D,Management,Natural,Recruiting,Software Engineer",New York,New York,85.02,81.79270000000015
AS400 Software Developer,Medium,"DB2,SQL",Addison,Texas,74.0,73.83633333333333
Recruiter - Recruiter II,Medium,"Focus,Management,Microsoft Office,Recruiting,WAN",Sunnyvale,California,85.02,77.45290000000004
Digital Illustrator / Graphic Designer,Medium,"Flash,Graphic Design,WAN,Windows 2000,Windows 2003,Windows 98,Research",Redmond,Washington,85.5,87.68610000000001
Business Analyst,High,"Data Modeling,SQL",Charlotte,North Carolina,80.5,74.6058
Data Scientist,Medium,"Engineering,Python",Kenilworth,New Jersey,79.15,95.99119999999996
Solutions Engineer,Medium,Azure,Seattle,Washington,125.0,97.31930000000004
Software Web Developer,Medium,MySQL,Tampa,Florida,83.0,77.5719
Data Analyst,Medium,COM,Charlotte,North Carolina,76.06,72.71429999999997
Scrum Master,Medium,"Architecture,Engineering,High Traffic,Project Management,SOA,Training",Bentonville,Arkansas,98.77,90.35450000000004
Verification Engineer - Intermediate (US),Low,"Architecture,ASIC,C++,Perl,STL,Verilog",Orlando,Florida,70.0,96.9789
SQA,Medium,"CICS,COBOL,DB2,IMS,JCL,Mainframe,Oracle,Quality Assurance,Quality Center,Software Testing,SQL,TSO,VSAM",San Antonio,Texas,64.5,81.1378
Pega Developer,Medium,"Architecture,COM,Compliance",Pennington,New Jersey,96.93,96.08120000000002
Business System Consultant,High,"Architecture,DB2,Linux,SQL,UNIX",Charlotte,North Carolina,76.0,72.9409
Informatica Developer,Medium,"COM,LAN,Oracle,Software Development",Charlotte,North Carolina,92.39,87.46159999999998
Mixed Signal Mask Layout Design - Project Manager,Medium,"Cadence,Direct3D,Engineering,Management",San Diego,California,85.5,86.4086
Business Analyst III,Medium,Business Analyst,Chicago,Illinois,66.48,75.75929999999997
Quality Assurance Tech III,Medium,".NET,COM,Mac",Seattle,Washington,81.0,75.03170000000006
Oracle Architect V,Medium,"COM,er,ERP,PL/SQL,Publisher,SQL,Technical Support,Training",Pennington,New Jersey,104.63,94.11710000000006
IT Project Manager,Medium,"COM,Trading",San Diego,California,85.5,85.55829999999997
VP of Eng,High,"all,an,AS,Automotive,bill,ca,Candidates,Chain,Client,Cloud,computing,Connectivity,CONTRACT,create,creative,deliverables,Delivering,Development,Device,Devices,director,drive,EDGE,embedded,enterprise,environment,Executive,Flexibility,Fusion,go,group,hardware,Help,Hire,Image,imaging,international,Internet,interview,IS,Key,Leader,learning,Machine,make,Manage,management,MAPS,market,meet,NICE,notes,OEM,OR,Other,people,phone,platforms,Process,Processes,processing,product,products,release,releases,Resources,road,Screen,sell,sensor,Shipment,supply,systems,Team,Teams,technical,technology,this,Time,with,work,working",Menlo Park,California,150.0,101.60399999999998
Senior Java Developer,High,Research,Sunnyvale,California,118.8,102.3245
Gaming and Media,Medium,".NET,Direct3D,Project Management,Risk Management,WAN",Vancouver,British Columbia,70.0,70.38069999999999
Senior Business Analyst,Medium,"Compliance,Direct3D,EDI,Focus,Information Management,Management,Marketing,Microsoft Office,Microsoft Word,Quality Assurance,Quality Center,Research,Training",Pleasanton,California,82.28,90.05520000000003
Project Manager,Medium,"Other,Engineering, COM",Pennington,New Jersey,104.63,91.21070000000002
QA Analyst,Medium,".NET,Automation,HTML,Java,SQL,Quality Assurance",Charlotte,North Carolina,85.79,81.73060000000004
SDET,Medium,"Automation,Quality Assurance,SDE,SDET,Software Development,Software Testing",Mountlake Terrace,Washington,100.0,91.28799999999995
Sr Production/Application Support,High,"Admin,Analyze,application,banking,BE,Business,Candidates,Case,change,Communicate,configuration,controls,Core,credit,Daily,debugging,defects,Delivering,Deployment,Derivatives,Desk,developers,Development,Diagnosis,Distributed,DO,Document,escalate,financial,front,identify,interpersonal,Investigate,Investment,IS,issues,IT,JMS,Job,L2,Maintain,major,management,meet,members,Networking,NICE,Office,Onboarding,OR,Other,part,problem,Process,Processes,production,Project,Projects,Protocols,resolve,Respond,RISK,role,root,scripting,solve,SQL,standardization,strategies,streamline,support,systems,Team,Teams,technical,Tickets,timelines,Tool,trading,Troubleshooting,UNIX,Verbal,with,work,written",New York,New York,109.75,105.67647500000002
APPS SYSTEMS ENGINEER,Medium,Other,Charlotte,North Carolina,71.0,78.8035
Project Manager - IT,Medium,"Other,management, WAN, LAN, Checkpoint",Glenview,Illinois,92.0,86.27683333333336
J2EE application Designer/Architect,Medium,"Architecture,Automation,J2ME,JavaScript,Shell,Spring,UNIX",Plano,Texas,65.0,76.84379999999999
Technical Delivery Manager,Medium,"Direct3D,Management,Systems Analyst",Bellevue,Washington,85.5,92.1678
Sr C++/Java/Python Developer,Medium,"Architecture,C++",Jersey City,New Jersey,104.63,101.24750000000004
IT Project Manager V,Medium,"Management,Project Management",Pennington,New Jersey,92.51,91.3608
IOS developer,Medium,objective C,Charlotte,North Carolina,99.0,85.7632
Business Analyst,Medium,"Business Analyst,er,ERP,Microsoft Office",Meridian,Idaho,85.5,81.8314
HR Business Partner,Medium,"Engineering,Focus,Management,Project Management",San Francisco,California,69.0,83.71499999999997
Senior Data Engineer,Medium,"Architecture,Change Management,Embedded,Engineering,hadoop,Informatica,Management,Oracle,PL/SQL,Project Management,Python,Shell,Software Development,SQL",Saint Louis,Missouri,85.5,90.9893
Graphic Designer 1,Medium,"Microsoft Office,Windows 2003,Windows 98,XBOX",Redmond,Washington,50.0,83.90270000000001
Cloud Solution Architect ( Oracle)-,High,Oracle,Boca Raton,Florida,118.0,84.30985714285714
Staff DevOps Engineer,Medium,"Architecture,Automation,CSS,Direct3D,Engineering,HTML,J2ME,Java,Microsoft Access,PHP,Powershell,Python",Raleigh,North Carolina,85.5,94.1754
UI developer,High,"Architecture,Automation,CSS,Engineering,J2ME,Java,Microsoft Excel,Research,Software Development",Portland,Oregon,123.75,99.1842
Recruiter - Recruiter III,Medium,"Chemistry,Direct3D,Management,Microsoft Office,Microsoft Outlook,Recruiting,Research",Seattle,Washington,88.51,88.10060000000014
Tatical Project Manager,High,Engineering,Fort Mill,South Carolina,97.0,77.2567
WD6,Medium,"Architecture,Spring,SQL,Tomcat",Charlotte,North Carolina,80.5,84.21910000000004
ETL Admin,Medium,"Disaster Recovery,ETL,IIS,Linux,Oracle,Shell,TIBCO,UNIX",Charlotte,North Carolina,92.39,87.42540000000001
Scrum Master (Certified),Medium,"COM, SQL,Other,SQL  - Sybase",Atlanta,Georgia,103.5,104.8441
.NET Developer,Medium,"ASP,SQL Server",Addison,Texas,83.56,86.18879999999999
Business Analyst,High,"Business Analyst,Compliance,Direct3D,Management,Microsoft Excel,Microsoft Project,Product Management,Training,VMS",Atlanta,Georgia,72.0,76.77780000000001
Big Data Engineer,Medium,"Architecture,Automation,C#,DB2,Engineering,Java,Management,Oracle,RDBMS,Software Engineer,SQL",Bloomfield,Connecticut,100.0,92.3688
Full-Stack Developer,High,"Architecture,CSS,DB2,JavaScript,PHP,PostgreSQL,Web Development",Vancouver,British Columbia,120.0,87.51669999999999
.net Dev,Medium,.NET,Charlotte,North Carolina,85.5,87.23009999999995
SAP EHS Consultant,Medium,Management,Charlotte,North Carolina,85.5,95.8011
Full Stack Java Developer,Medium,"ANT,Automation,CSS,Firewall,HTML,J2ME,JavaScript,Linux,Networking,Software Engineer,Spring",Plano,Texas,95.0,93.84350000000002
Java Developer,Medium,"Apache,hadoop,Java,Spring",Nashville,Tennessee,75.0,80.6637
System Engineer,Medium,"Active Directory,ANT,Azure,Project Management",Markham,Ontario,85.5,86.6688
Recruiter,Medium,Recruiting,Mountlake Terrace,Washington,80.0,81.17560000000002
Project Manager/ Scrum Master,Medium,"Compliance,Engineering,Microsoft Office,Microsoft Project,Project Management,Software Development,Training",Tampa,Florida,90.21,91.1966
Developer,High,"CSS,Focus,HTML,J2ME,JavaScript,Management,Risk Management",New York,New York,101.67,98.85549999999998
Scrum Master,Medium,Scrum Master,Chicago,Illinois,95.0,102.72070000000002
Business Anaylst 2,Medium,".NET,COM,Microsoft Excel,SQL",Redmond,Washington,85.5,76.15679999999998
Security Specialist,Medium,"Other, Business, Communication, security, analysis, management, collaboration, Analyze, CAN, Certifications, Computer, Critical, cyber, designs,",Atlanta,Georgia,73.0,94.6592
BA,Medium,Research,Charlotte,North Carolina,85.5,77.6088
Scrum Master (Certified),Medium,"Word,cadence,sr,Excel (Microsoft)",San Francisco,California,125.0,99.2855
System Engineer,Medium,".NET,DNS,Engineering,Firewall,IIS,Networking,Research,SS7,Systems Engineering,TCP/IP,Win32,Windows 2000,Windows 2003,Windows 98",Richardson,Texas,85.98,83.99619999999996
STRATEGY CONSULTANT,High,"Architecture, Management, Direct3D",Charlotte,North Carolina,110.75,110.75
Clinical Contracts Associate - II,Low,"Management,Research",Foster City,California,68.4,82.8134
SAP Solutions,Medium,"Management,SAP,SQL,Windows 2000,Windows 98",Charlotte,North Carolina,100.0,97.8084
Oracle EBS Financials Consultant,Medium,"er,ERP,Oracle,Publisher",Pennington,New Jersey,104.63,90.12240000000004
Back-end Engineer,Medium,"Automation,COM,Engineering,hadoop,Linux,Management,Python,Shell,Software Development,Spring,UNIX",Sunnyvale,California,99.0,98.03670000000004
Web Developer,Medium,"ASP.NET,JavaScript,WAN,Windows 2000,Windows 2003,Windows 98,XBOX",Redmond,Washington,85.5,88.52600000000002
Application/Performance Architect,Medium,"Architecture,Automation,C++,Engineering,Java,Linux,Project Management,SAN,SDLC,Software Development,SQL,UNIX,Windows 2000,Windows 2003,Windows 98",Charlotte,North Carolina,99.74,86.84029999999993
Developer,High,"Other,Data, COM",Detroit,Michigan,90.0,102.00050000000002
UI Designer III,Medium,"Graphic Design,Research",New York,New York,110.0,118.4036
TDC - Presentation Specialist,Medium,"Adobe,Graphic Design,Microsoft Word",Clearwater,Florida,80.0,90.8938
IT - Developer (Specialty) IV,High,".NET,COM,JavaScript,Web Development",Richfield,Minnesota,118.75,98.3601
Java Developer,High,"COM,Focus,OOP,Oracle,SOA,SQL,SQL Server",Charlotte,North Carolina,80.5,82.67599999999999
"Infrastructure, Deployment, and Performance Lead",Medium,"and Performance Lead,Infrastructure",Calgary,Alberta,95.0,89.85969999999999
BUSINESS SYSTEMS CONSULTANT,Medium,"COM,Management,Microsoft Excel,Project Management,Systems Analysis,Training",Saint Louis,Missouri,66.5,67.6308
Project Manager,High,"Direct3D,Microsoft Excel,Microsoft Project,Project Management,Training",San Francisco,California,95.0,102.517
UI Developer,High,"Windows 2003,Windows 98",Rolling Meadows,Illinois,110.0,94.16440000000004
STRATEGY CONSULTANT,High,"Architecture, Management, Direct3D",Charlotte,North Carolina,110.75,101.80419999999998
AEM Developer,Medium,"Architecture,Cloud Computing,J2ME,Java,JavaScript,SOA,SOAP,Software Development,XML",Plano,Texas,80.0,96.25579999999998
Executive Assistant II,Low,"Ariba,Direct3D,Microsoft Excel,Microsoft Word,Research",Pleasanton,California,40.54,67.86079999999998
PM,High,"COM,Management,Oracle",San Francisco,California,110.0,94.0447
Pega BPM Lead system Architect,Medium,"Architecture,COM,Compliance,Management,SS7",Jersey City,New Jersey,104.63,93.93690000000004
Professional - Change Management II,Medium,"Change Management,Microsoft Excel,Training",Richfield,Minnesota,81.72,73.37309999999998
SAP ISU Billing Functional Consultant,Medium,"Architecture,CRM",Detroit,Michigan,90.0,91.2215
Power Integrity engineer,Medium,"Engineering,PCB Design",San Diego,California,85.5,86.58810000000001
UX Specialist,Medium,"Architecture,CSS,HTML,Research",Philadelphia,Pennsylvania,90.0,92.355
Developer,High,Java,San Jose,California,77.91,89.8515
application developer II,Medium,Azure,Seattle,Washington,74.52,100.2982
Oracle Exadata Developer,Medium,Oracle,Charlotte,North Carolina,92.39,86.99819999999995
Data Engineer III,Medium,"Automation,COM,Microsoft Access,Oracle,SQL",Seattle,Washington,102.0,98.2078
Project Manager II,Medium,"Business Analyst,Focus,Microsoft Project,Project Management,Software Development,Web Development",Lincolnshire,Illinois,71.37,90.2929
Java Developer,Medium,"Hibernate,Java",Auburn,Michigan,85.5,81.5308
Graphic Designer IV,Medium,"CAD,Direct3D,Quality Control,Research",Seattle,Washington,78.0,91.3275
SAS Test Engineer,Medium,"Perl,Shell,SS7",San Diego,California,85.5,90.4524
Java Developer,Medium,"ANT,Apache,COM,Engineering,Hibernate,HTML,JavaScript,JMS,Management,OSS,Ruby,Shell,SOA,SOAP,Software Development,Spring,Tomcat,XML,XSL",Denver,Colorado,80.0,78.98150000000001
Sales Operations Specialist,Low,"Compliance,Management,Microsoft Office,Microsoft Word,Procurement",Bellevue,Washington,50.0,67.22500000000001
Design Engineering - CAD Design Engr I,High,"Cadence,Embedded,Technical Support,Training",Austin,Texas,85.5,71.60919999999999
BUSINESS SYSTEMS CONSULTANT 6,Medium,"Architecture,Direct3D,Engineering,Training",Charlotte,North Carolina,76.0,76.0
BUSINESS SYSTEMS CONSULTANT 5,Medium,"ATM,CRM,Management,Microsoft Word,Quality Assurance,SDLC,Software Development,SQL",Charlotte,North Carolina,66.5,68.1097
Linux Engineer,Medium,"DB2,SAN",Charlotte,North Carolina,99.74,85.84589999999994
DevOps Engineer,Medium,"Automation,C#,ETL,Informatica,Java,Networking,Powershell,Software Development,SQL,Training,WebServices",Bellevue,Washington,80.69,92.7923
Service Project Manager,Medium,"Mainframe,Management,Microsoft Office,Microsoft Outlook,Project Management",Fort Mill,South Carolina,102.86,95.68099999999998
IT Security Specialist,Medium,"Active Directory,Apache,CISSP,Engineering,GIS,IIS,LDAP,Linux,Management,Microsoft Access,SAN,Shell,Software Development,SS7,Systems Engineering,UNIX,Windows 2000,Windows 2003,Windows 98",Addison,Texas,104.63,98.9832
UI Developer,Medium,"COM,CSS,J2ME",Charlotte,North Carolina,99.74,99.25069999999988
Java Python Developer,Medium,"COM,ETL,hadoop,Informatica,Java,Python,Research,SQL,SQL Server,Training",Charlotte,North Carolina,92.39,78.00289999999995
Scrum Master,Medium,".NET,Java,Management,Project Management,Software Development,SPC,Web Development,Windows XP",Eden Prairie,Minnesota,84.0,99.07100000000004
Researcher III,High,"Management,Marketing,Research",Mountain View,California,100.0,88.4552
VP Backend OO Developer,Medium,"Advanced Java Progra,algorithms",New York,New York,91.35,100.246
Data Scientist,Medium,"Business Analyst,Cognos,Java,Marketing,Microsoft Excel,Microsoft Project,Microsoft Visio,Project Management,Python,SAS,SPSS",Tampa,Florida,78.57,82.16660000000003
Developer,High,Focus,San Jose,California,77.61,93.2631
BUSINESS SYSTEMS CONSULTANT,Medium,"Systems Analysis, Training",Charlotte,North Carolina,66.5,66.69138064019315
UX Researcher Level III,Medium,Research,The Woodlands,Texas,108.6,108.74490000000004
RM-Application Developer/Sr Application Sustainment Engineer,Medium,"Hibernate,Java,Oracle,Spring,SQL",Orlando,Florida,75.0,71.9862
Design Engineer III,Medium,Management,Chicago,Illinois,78.0,89.18010000000002
Business Analyst,Medium,"Change Management,e-commerce,Management,Microsoft Excel,Program Management,Project Management",Mountain View,California,65.0,87.10860000000002
IT Project Manager 4,Medium,"Architecture,J2ME,Java,WAN",Tempe,Arizona,85.5,90.65460000000002
Security Operations Center (SOC) Analyst,Low,"CISSP,Engineering,Intrusion,ITIL,J2ME,Java,Management,Microsoft Access,Microsoft Exchange,Recruiting,Risk Management,WAN",Santa Ana,California,61.14,87.84199999999998
Process Engineer 3,Medium,"Business Continuity,Compliance,Focus,Microsoft Access,Project Management,Risk Management",Charlotte,North Carolina,86.25,82.29580000000001
Web Developer,Medium,"Architecture,COM,CSS,Engineering,Focus,J2ME,Java,SAS,Software Engineer",Herndon,Virginia,102.99,85.52739999999999
IBM Data power,Medium,"Architecture,Java,SOA,SS7,WebSphere,XML,XSL,XSLT",Charlotte,North Carolina,80.5,82.65729999999999
User researcher,High,"Direct3D,Focus",Boulder,Colorado,98.0,75.0587
Recruiter - Recruiter II,Medium,"Focus,Management,Microsoft Excel,Microsoft Office,Recruiting,Research,SDE",Boston,Massachusetts,78.72,75.96840000000003
SalesForce.com Developer,High,"COM,EPIC",Burbank,California,124.21,102.00479999999996
ASE 4/5,Medium,other,Charlotte,North Carolina,76.0,77.28920000000002
Security Developer/Java Developer,Medium,"Oracle,Oracle Applications,PL/SQL,SQL,UNIX,Windows 2000,Windows 2003,Windows 98",Redwood City,California,125.0,104.0367
Oracle Functional Analyst,Medium,"Oracle,Training",Bellevue,Washington,85.5,87.52060000000002
DATABASE ANALYST,Medium,"Oracle DBA, Oracle, Database Design, OLAP, Management, SQL, PL/SQL, Focus, Database Management, DBA, Business Objects, Architecture, Shell, UNIX, SDLC, Data Modeling, DB2",Charlotte,North Carolina,85.5,85.77860238095238
CL- Application Developer,Medium,"Architecture,er,ERP,VMS",Edmonton,Alberta,80.0,87.3136
Education Coordinator,Low,"Engineering,Logistics,Marketing,Recruiting,WAN",San Francisco,California,44.3,68.67219999999999
SDN Engineer,High,"CICS,COM,Engineering,J2ME,Java,Networking,Python",Denver,Colorado,125.0,96.5017
Business Process Analyst,Medium,".NET,Focus,SQL,SQL Server,Training",The Woodlands,Texas,78.5,80.43039999999998
Recruiter II,Medium,"COM,Recruiting,Research,SDE,SDET",Seattle,Washington,78.72,78.91580000000008
BigFix Analyst,Low,"Architecture,Automation,COM,Compliance,Management,Microsoft Excel,Powershell,Python,SCCM,VMS",Atlanta,Georgia,58.0,78.523
Solutions Architect,High,"Other, Clearcase",Morrisville,North Carolina,150.0,94.6319
Clinical Project Manager,Medium,"Compliance,Data Analysis,Direct3D,Management,Networking,Quality Assurance,Research,Training,Project Management",Des Plaines,Illinois,80.07,86.12740000000002
Senior IOS Engineer,Medium,"e-commerce,Embedded,Engineering",Sunnyvale,California,124.09,123.39160000000004
UX Content Strategist,Medium,"Compliance,Engineering,Management,Microsoft Word,Product Management,Research",San Bruno,California,99.0,93.3508
.Net Developer,Medium,".NET,AJAX,ASP,WCF",Pennington,New Jersey,96.93,98.78720000000004
Risk Issue Intake Consultant,Medium,"CISSP,Information Security",Addison,Texas,87.0,110.26439999999984
Project Manager,High,Management,Plano,Texas,100.0,98.2001
TECHNICAL PROJECT MANAGER 5,Medium,"Direct3D,Management",Minneapolis,Minnesota,80.5,86.98209999999999
Business Analyst,High,"CRM,Microsoft Excel,Python,SQL,WAN,Management",Bellevue,Washington,61.36,79.2454
Human Resources/Training - Training Developer III,High,"Instructional Design,Oracle,Project Management,Training",Seattle,Washington,90.0,88.89800000000002
Accessibility Analyst,Medium,"Ada,CSS,HTML,JavaScript,Microsoft Access,SDLC,SS7,Training",Austin,Texas,96.44,77.78830000000004
Project Coordinator-Senior,Medium,"Compliance,Engineering,Microsoft Excel,Microsoft Project,Microsoft Word,Procurement,Project Management,Risk Management",Portland,Oregon,85.5,84.82430000000001
Business Analyst,High,"Engineering,Information Management,Management,Microsoft Project,Natural,Software Development,SQL,SQL Server,SSRS,Systems Analysis,Technical Support,Training",Charlotte,North Carolina,80.66,73.36549999999997
Java Developer,High,"Microsoft Access,Windows 2000,Windows 2003,Windows 98",Chicago,Illinois,115.0,98.1814
Java Developer,Medium,"Business Analyst,Microsoft Access",Charlotte,North Carolina,68.0,77.03350000000002
Azure Consultant,Medium,"Consultant,Design Guide",Herriman,Utah,85.5,87.7273
Apptus Developer,Medium,excel,Seattle,Washington,85.5,83.4394
SEM Analyst,Low,"Management,Marketing,Project Management,Research,SQL",Seattle,Washington,55.75,70.5246
Project Analyst,Low,"Cisco,Compliance,Management,SAN",San Jose,California,55.0,65.36399999999999
PM,Medium,"Direct3D,Microsoft Excel,Microsoft Outlook,Microsoft Word,Product Management,SAN",Minneapolis,Minnesota,85.5,85.68610000000001
Tools Developer,Medium,"AJAX,Azure,Java,Linux,Shell,Software Development",Plano,Texas,90.0,99.75830000000002
Accessibility Specialist,Medium,SDLC,Pennington,New Jersey,104.63,99.77240000000003
Business System Consultant,High,"Architecture,Compliance,Direct3D,Engineering,Oracle Database,Quality Control,SQL,Systems Analyst,Training",Charlotte,North Carolina,76.0,69.0702
Sr. Java developer,Medium,"Java,JDBC,JMS,Linux,Management,Spring,UNIX",Charlotte,North Carolina,80.5,81.5391
Testing / Quality Assurance Analyst,Medium,"Automation,Java",Waltham,Massachusetts,85.5,76.27160000000002
Scrum Master,High,"Scrum Master,SDLC,Software Development",McLean,Virginia,100.0,95.7363
PM,Medium,"Change Management,Management,Microsoft Excel",Deerfield,Illinois,85.5,97.35939999999997
Java Developer,Medium,".NET,C#,CSS,Database Design,ETL,hadoop,Java,Management,Microsoft Access,Quality Assurance,SQL",Charlotte,North Carolina,75.06,84.84730000000002
Product Designer,Medium,"Other,crm,Focus,xbox, COM, Flash",Redmond,Washington,68.0,84.0352
Frontend Developer,Medium,"J2ME,Python,Java",Reston,Virginia,85.5,90.42600000000002
PMO Analyst,Low,"Java,SDLC",New York City,New York,40.0,75.18499999999999
Camera/Imaging design verification Engineer,Medium,"Automation,C++,Engineering,OOP,Perl,Python,Shell,Tcl,Verilog",San Diego,California,85.5,88.67799999999995
Project Manager,High,"Focus,Logistics,Management,Project Management",Mountain View,California,41.0,69.85060000000001
Purchasing Analyst,Low,"Data Analysis,Engineering,Marketing,Microsoft Excel,Microsoft Project,Oracle,Procurement,Purchasing,SAN",San Francisco,California,58.0,63.2341
Project Manager,Medium,"Automation,Change Management,COM,Compliance,Microsoft Access,Microsoft Excel,Microsoft Word,Project Management,Research,Risk Management,Six Sigma,VMS,WAN",Atlanta,Georgia,83.5,90.41679999999998
Project Manager,High,Informatica,Austin,Texas,85.5,89.2771
Java Full Stack Developer,Medium,"Architecture,C#,C++,Management,Perl,Powershell,Python,SOA,SQL,SQL Server,Training",Eden Prairie,Minnesota,92.0,94.9519
Accounting Assistant � Accounts Receivable,Medium,word,Vancouver,British Columbia,85.5,84.26900000000002
Developer-SME,Medium,"Engineering,HTML,JavaScript,JSP,Management,SOA,SOAP,UNIX,XML",Portland,Oregon,85.5,90.04459999999999
Change Manager,Medium,Focus,Charlotte,North Carolina,61.44,81.852
Scrum Master,Medium,agile,Charlotte,North Carolina,105.0,100.52580000000002
BPC2,Medium,"Direct3D,Engineering,Management,Six Sigma",Charlotte,North Carolina,80.5,72.45779999999999
Full Stack Developer,Low,"Focus,Java,Spring,Web Development",New York City,New York,70.0,93.6673
Technical Support,Low,"Remedy,SDLC",Plano,Texas,62.73,55.209800000000016
OSP Inspector - II,Medium,"COM,Focus",San Jose,California,85.5,83.04710000000003
BUSINESS SYSTEMS CONSULTANT,Medium,"Systems Analysis, Training",Charlotte,North Carolina,66.5,64.30104869272884
Cyber Risk Management Service Consultant,Medium,"ISO 9001,SAN",Regina,Saskatchewan,100.0,85.70790000000002
BUSINESS SYSTEMS CONSULTANT 6,Medium,"Architecture,Change Management,Direct3D,Engineering,Systems Analysis,Training",San Francisco,California,80.5,87.60279999999999
