CL,Descriptive_JobTitle,skills,primary skills,business_type,req_type,priority,Rec_Status,req_category,HSU,Assigned_HSU,rec_city,positions,Unresponded_Pos_Opcl,Unresponded_Pos_Hold,rejections,max submission,submissions,hits,hires,Sourced,Rec_location,Metro_Area,Total_starts,Total_hires,Total_perm_hires,Total_perm_starts,BD,CLis_missing,Descriptive_JobTitleis_missing,skillsis_missing,primary skillsis_missing,business_typeis_missing,req_typeis_missing,priorityis_missing,Rec_Statusis_missing,req_categoryis_missing,HSUis_missing,Assigned_HSUis_missing,rec_cityis_missing,Rec_locationis_missing,Metro_Areais_missing
4,686,5291,351,2,4,6,6,1,14,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5152,16051,81,2,4,4,1,1,14,2,209,1,0,0,0,2,1,0,0,11,17,34,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,988,6145,209,2,1,5,5,1,17,1,402,1,0,0,6,2,7,2,1,7,14,119,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,765,12834,385,2,4,4,3,1,12,1,546,1,0,0,0,2,4,0,0,7,43,16,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2443,14886,1974,2,4,6,1,1,3,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2495,12472,1277,2,4,4,3,1,9,1,448,1,1,0,0,4,0,0,0,0,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1893,14954,351,2,1,2,3,1,12,1,373,1,0,0,1,2,11,5,1,10,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5201,4973,626,1,1,5,1,1,8,1,598,2,0,0,0,4,5,1,0,17,17,200,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5711,2354,1447,2,4,6,1,1,6,1,43,1,0,0,2,2,6,1,0,3,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2339,8562,457,2,4,6,1,1,3,1,413,1,0,0,0,2,0,0,0,0,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4172,13083,1416,2,4,6,3,1,14,1,395,1,0,0,0,2,2,0,0,8,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2143,13511,577,2,1,2,1,1,9,2,335,5,0,0,2,2,4,1,0,2,56,102,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,790,14196,1638,2,1,4,1,1,14,2,68,1,0,0,0,2,2,0,0,4,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,5447,577,2,4,4,3,1,9,2,109,1,0,0,0,2,2,1,0,8,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2488,6778,1416,2,7,8,3,1,4,1,166,1,1,0,0,2,0,0,0,0,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4380,6844,1581,2,4,6,3,1,12,1,375,1,0,0,1,2,20,9,1,29,12,126,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6104,12018,81,2,4,4,1,1,14,2,296,1,0,0,0,2,2,0,0,25,17,18,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2147,5616,577,2,4,6,3,1,9,1,33,2,0,0,0,2,3,0,0,2,50,11,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5696,4052,577,2,4,4,3,1,9,1,33,1,0,0,0,2,5,0,0,23,50,11,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5869,9373,454,2,1,5,3,1,6,1,482,1,0,0,1,2,1,1,1,1,9,155,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2763,8921,385,2,7,2,1,1,14,1,248,2,0,0,0,4,5,0,0,6,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,12111,580,2,4,4,3,1,9,1,247,3,0,0,0,6,4,0,0,30,44,126,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1640,482,1416,2,4,4,4,1,4,2,576,1,0,1,0,2,0,0,0,0,56,102,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,5514,577,2,4,6,1,1,9,2,264,1,0,0,0,2,6,0,0,4,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4484,10040,1277,2,4,4,1,1,12,1,373,1,0,0,0,2,0,0,0,0,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,488,11212,743,2,4,6,1,1,12,1,552,1,0,0,0,2,0,0,0,0,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1357,14196,1416,2,1,8,3,1,8,2,29,7,0,0,3,2,11,3,3,16,15,8,2,3,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,6155,1698,454,2,4,4,1,1,6,1,296,1,0,0,0,2,1,0,0,20,17,18,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2808,4182,495,2,1,2,3,1,6,1,484,3,0,0,1,6,1,0,0,2,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5478,16212,681,2,4,4,5,1,14,1,518,1,0,0,0,2,5,1,0,6,30,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5044,1118,1477,2,4,4,6,1,12,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1272,7822,385,2,4,6,1,1,12,1,365,1,0,0,0,2,2,2,0,2,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,114,10376,1974,2,4,6,1,1,12,1,487,1,0,0,0,2,0,0,0,0,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1841,12418,209,2,4,1,4,1,12,1,476,1,0,0,0,2,2,0,0,3,51,152,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5152,14435,81,2,4,4,2,1,14,2,102,6,0,0,0,12,8,1,0,10,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5003,7069,1448,3,1,4,3,1,12,1,102,1,0,0,0,2,9,0,0,10,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6185,5911,577,2,1,2,3,1,9,2,102,1,0,0,0,2,1,1,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4486,10004,1277,2,1,2,1,1,12,1,498,1,0,0,0,2,2,1,0,3,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3578,14901,1277,2,4,4,1,1,12,1,442,1,0,0,0,2,4,0,0,4,46,138,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,574,5937,1269,2,1,4,1,1,4,2,528,4,0,0,0,8,2,0,0,4,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3593,3740,1496,2,4,6,3,1,12,1,423,1,0,0,0,2,2,0,0,2,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2271,1049,454,2,4,6,3,1,6,1,440,1,1,0,0,2,0,0,0,0,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4077,9551,81,2,4,6,1,1,14,2,264,1,0,0,0,2,0,0,0,1,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3671,4249,743,2,1,2,3,1,12,1,102,1,0,0,0,2,11,3,0,16,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4022,10616,1976,2,4,4,1,1,14,1,489,1,0,0,0,2,2,0,0,3,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7120,2248,454,2,1,2,1,1,6,1,102,1,0,0,0,2,3,1,0,4,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,256,15816,81,2,1,4,1,1,14,1,512,2,0,0,0,4,2,0,0,17,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5683,6734,637,2,4,4,3,1,4,2,440,1,0,0,2,2,3,2,1,4,54,161,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4037,9578,385,2,4,6,1,1,12,1,365,1,0,0,0,2,2,0,0,3,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3879,16553,1262,2,4,6,1,1,12,1,484,2,0,0,1,2,1,0,0,1,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5478,15677,81,2,1,5,1,1,14,1,423,3,0,0,0,6,24,7,0,24,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4350,16605,1324,2,4,6,3,1,17,2,482,1,0,0,0,2,1,0,0,7,9,155,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,13700,1277,2,1,8,1,1,9,1,498,1,0,0,0,2,1,0,0,1,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,5548,577,2,7,2,9,1,9,1,582,1,0,0,0,2,3,0,0,20,51,152,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3999,3589,1416,2,4,4,1,1,6,1,432,1,0,0,0,2,1,0,0,1,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3859,9171,1257,2,4,4,5,1,12,1,420,1,0,0,0,2,1,1,0,5,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4172,14314,81,2,4,4,9,1,14,2,166,1,0,0,0,2,3,0,0,3,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5220,8108,1416,2,4,4,3,1,8,2,160,1,1,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3886,1330,577,2,4,4,5,1,9,2,447,2,0,0,0,4,1,0,0,1,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1411,12812,1447,2,4,4,3,1,12,1,328,1,0,0,0,2,2,0,0,5,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3407,15615,1269,2,7,2,1,1,12,1,447,1,0,0,0,2,1,0,0,2,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2746,4389,1416,2,4,6,3,1,8,2,435,1,0,0,0,2,3,1,0,2,37,136,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2181,9485,577,2,4,6,3,1,9,2,102,1,0,0,0,2,1,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,5567,4710,454,2,4,4,5,1,6,1,436,1,0,0,0,2,3,0,0,4,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5367,3524,454,2,4,6,5,1,6,2,132,1,0,0,1,2,4,0,0,3,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1847,7830,1447,2,1,8,3,1,10,1,440,1,0,0,0,2,1,0,0,1,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3411,6894,577,2,1,4,3,1,9,1,445,2,0,0,1,4,4,0,0,6,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1025,3650,1277,2,4,4,4,1,12,1,87,1,0,0,0,2,2,2,0,2,4,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,266,12569,81,2,7,2,3,1,14,1,38,1,0,0,0,2,1,0,0,24,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5152,16255,81,2,1,2,1,1,14,2,102,1,0,0,0,2,6,0,0,8,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1875,2267,58,3,1,5,1,1,18,1,420,1,0,0,1,2,2,0,0,4,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6944,16815,1019,3,4,6,3,1,6,2,423,1,0,0,0,2,5,0,0,4,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5077,8753,1441,2,4,4,3,1,18,2,150,1,0,0,0,2,2,0,0,3,27,52,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5420,13700,577,3,1,8,3,1,9,2,219,2,0,0,0,2,5,3,0,1,10,49,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1458,11801,1277,2,1,8,3,1,12,1,43,1,0,0,3,2,3,2,1,4,54,161,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5226,6245,385,2,4,4,3,1,8,1,448,1,1,0,0,2,0,0,0,0,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4172,14728,1416,2,1,5,5,1,14,1,469,1,0,0,0,2,5,1,0,4,9,148,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1675,10203,577,2,4,6,4,1,9,1,595,1,0,1,0,2,0,0,0,0,52,26,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3558,14459,274,2,4,6,5,1,8,1,150,1,0,0,0,2,2,0,0,2,27,52,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6097,7265,1416,2,4,6,1,1,14,1,552,1,0,0,0,2,0,0,0,0,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6718,12541,1329,2,4,4,1,1,12,1,357,1,0,0,0,2,2,0,0,7,45,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4329,15708,1321,2,4,6,1,1,12,1,109,1,0,0,0,2,3,0,0,11,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,114,220,385,2,4,4,3,1,12,1,102,1,0,0,0,2,1,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,114,7500,385,2,4,4,5,1,12,1,382,1,1,0,0,2,0,0,0,0,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,12,3651,61,2,4,6,3,1,12,1,447,1,0,0,0,2,6,0,0,8,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,790,10376,385,2,4,6,1,1,14,2,373,1,0,0,0,2,2,0,0,3,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1675,16897,1594,3,1,5,5,1,3,1,533,7,0,0,0,2,4,0,0,0,14,178,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1497,12525,457,2,7,2,3,1,5,2,102,1,0,0,0,2,6,3,0,6,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7260,16051,681,2,1,4,3,1,14,1,137,1,0,0,0,2,2,0,0,5,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,6033,14196,1254,2,4,4,1,1,14,1,484,1,0,0,0,2,1,0,0,1,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3498,12383,478,3,1,5,3,1,4,2,484,1,0,0,0,2,4,0,0,6,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,7379,523,297,2,4,4,5,1,14,1,436,1,0,0,0,2,1,0,0,1,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,6490,9912,1974,2,4,6,1,1,14,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2191,11627,233,2,1,5,3,1,6,1,423,2,0,0,1,4,1,1,1,1,9,157,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,550,13853,1447,2,7,2,1,1,9,1,137,1,0,0,1,2,4,2,0,4,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,133,10986,385,2,1,4,3,1,12,1,102,1,0,0,0,2,2,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,757,4663,457,2,4,6,1,1,3,2,264,1,0,0,0,2,1,0,0,1,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5903,498,162,2,4,6,3,1,12,1,373,1,0,0,0,2,1,0,0,1,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7291,3497,1416,2,4,6,1,1,11,2,102,1,0,0,0,2,1,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4406,12291,1447,2,7,8,1,1,12,1,102,1,0,0,0,2,0,0,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,790,11275,1277,2,1,8,1,1,12,1,498,1,0,0,1,2,3,2,1,6,54,161,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5451,11058,577,2,4,6,5,1,9,2,257,1,0,0,0,2,3,1,0,7,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1214,12552,274,2,1,4,3,1,12,1,137,1,0,0,5,2,16,7,5,140,50,45,3,3,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1675,751,163,2,7,2,3,1,6,2,512,1,0,0,0,2,4,1,0,40,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5099,14196,1416,2,7,8,3,1,18,2,29,1,0,0,1,2,3,0,0,3,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1947,3917,297,2,1,2,3,1,9,1,416,10,0,0,1,20,6,3,0,10,5,127,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,604,9031,1416,2,1,2,5,1,3,1,247,2,0,0,0,4,1,0,0,2,44,126,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,135,7006,385,2,1,4,1,1,12,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4313,16858,1329,2,1,5,3,1,12,1,350,1,0,0,1,2,9,4,1,9,28,104,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5730,13868,577,2,4,1,9,1,9,2,328,6,0,0,0,6,6,0,0,8,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6652,8966,1638,2,4,6,3,1,12,1,365,1,0,0,0,2,2,1,0,1,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,830,7611,1416,2,4,6,3,1,14,2,102,1,0,0,0,2,5,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,790,15916,1438,3,4,6,3,1,14,1,171,1,0,0,2,2,7,0,0,44,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,928,4617,1416,2,4,4,3,1,14,2,420,1,0,0,0,2,1,0,0,5,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,316,13977,577,2,1,5,1,1,11,2,328,1,0,0,0,2,2,0,0,1,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,21,1618,163,2,1,2,3,1,12,1,102,1,0,0,3,2,11,3,2,9,37,30,2,2,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3635,15791,1416,3,1,2,3,1,8,2,137,2,0,0,0,4,3,0,0,10,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7424,10445,1277,2,4,4,1,1,12,1,498,1,0,0,1,5,1,0,0,9,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,685,16505,1974,2,4,4,1,1,14,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4048,6126,1277,2,1,2,3,1,12,1,214,1,0,0,6,2,7,2,0,5,27,64,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1232,10721,1416,2,4,6,3,1,8,1,420,1,0,0,0,2,1,0,0,0,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,6173,8182,1416,2,4,4,3,1,8,1,102,2,0,0,0,4,3,0,0,24,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,446,14875,723,2,1,8,3,1,1,1,40,1,0,0,0,2,1,0,0,1,43,131,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2789,15224,405,3,4,6,1,1,6,1,484,1,0,0,0,2,3,0,0,3,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6790,2889,454,2,4,6,1,1,6,2,102,1,0,0,0,2,1,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,280,11832,81,2,1,2,1,1,14,2,109,1,0,0,0,2,9,3,0,25,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,15767,577,2,1,5,3,1,9,2,561,1,0,0,1,2,1,1,1,1,53,195,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2894,5771,577,2,4,4,1,1,9,1,533,2,0,0,0,4,0,0,0,0,14,178,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,790,16049,1416,2,1,2,9,1,14,1,29,1,0,0,0,2,2,0,0,4,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5587,10433,577,2,4,6,6,1,9,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1273,6146,1622,2,1,5,5,1,12,1,420,1,1,0,0,2,0,0,0,0,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1675,4886,577,2,4,4,3,1,9,2,244,1,0,0,0,2,1,0,0,3,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3422,13532,1416,2,4,4,1,1,11,2,109,1,0,0,0,2,1,0,0,2,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3906,8165,1589,2,4,6,3,1,17,2,482,1,0,0,0,2,1,0,0,1,9,155,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1640,14058,577,2,4,4,3,1,4,2,528,3,0,0,1,6,5,1,1,5,9,158,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6933,7684,1277,2,4,4,1,1,6,1,448,1,0,0,0,2,0,0,0,0,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,790,9763,1638,2,4,4,5,1,14,1,541,1,0,0,0,2,3,1,0,4,42,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2506,14715,1277,2,4,4,3,1,14,1,448,1,0,0,1,2,2,0,0,2,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,268,7368,1341,2,1,4,4,1,14,2,109,1,0,0,0,2,1,1,0,1,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5478,12935,681,2,4,4,3,1,14,1,81,1,0,0,0,2,3,0,0,5,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4225,9688,1416,2,4,4,3,1,14,2,415,1,0,0,0,2,2,0,0,2,44,126,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6657,12788,385,2,4,4,1,1,12,1,137,2,0,0,0,4,1,0,0,37,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6251,12600,577,2,1,4,4,1,9,2,273,1,0,0,1,2,5,1,0,5,54,117,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5730,13664,563,3,1,8,1,1,9,2,445,2,0,0,0,0,6,1,0,0,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5308,7675,81,2,7,8,1,1,14,2,263,1,0,0,1,2,2,0,0,7,14,77,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2500,9721,1638,2,4,6,1,1,14,1,352,1,0,0,0,2,3,0,0,2,14,100,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4870,12760,1277,2,1,2,3,1,16,1,558,1,0,0,1,2,3,2,1,3,8,112,0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,790,14525,708,2,4,6,1,1,16,2,498,1,0,0,0,2,1,0,0,1,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6411,11121,301,3,4,6,3,1,9,2,257,1,0,0,0,2,1,0,0,2,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4638,10324,1362,2,4,6,1,1,16,2,248,1,0,0,0,2,1,1,0,1,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,539,10766,1558,1,1,2,3,1,8,1,337,1,0,0,0,2,2,0,0,7,16,20,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,726,577,2,4,6,6,1,9,2,102,1,0,0,0,2,3,1,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1228,2269,1543,2,1,2,5,1,2,1,102,1,0,0,0,2,3,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5793,14196,1329,2,4,4,3,1,12,1,357,1,0,0,0,2,1,0,0,1,45,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4289,13438,385,2,1,2,3,1,4,2,102,1,0,0,0,2,2,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1675,12208,829,3,1,8,3,1,12,1,32,2,0,0,1,2,19,4,1,7,10,49,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,826,14196,1416,2,4,6,1,1,14,2,173,1,0,0,0,2,2,0,0,6,17,34,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3437,3497,487,2,4,6,1,1,11,2,5,1,0,0,0,2,1,1,0,2,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
